project,lineage,arm,step,ctx_start,turns,tools,inp,cc,cr,out,usd,est
p1,A-s1,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,A-s1,A,R1P1,41454,16,15,130,44979,858194,12891,0.20662815,
p1,A-s1,A,R1P2,64661,1,0,10,41522,23129,951,0.0589804,
p1,A-s1,A,R1P3,65645,20,19,162,26866,1616222,15045,0.2705917,
p1,A-s1,A,R1P4,92279,13,12,106,6465,1238369,3259,0.14831915,
p1,A-s1,A,R1P5,98612,4,3,34,6040,400718,4117,0.0682408,
p1,A-s1,A,work:WB1,104778,14,13,114,13063,1553829,8513,0.21439065,
p1,A-s1,A,R1P6,118246,7,6,58,124386,727188,4118,0.2488493,
p1,A-s1,A,work:W2-W3+band,124898,33,31,268,35362,4548602,15202,0.5753406999999999,
p1,A-s1,A,COMPACT#2,152455,2,0,0,0,152455,2926,0.0298755,1
p1,A-s1,A,R2P1,38920,1,0,10,15781,23129,626,0.02517915,
p1,A-s1,A,R2P2,39650,4,3,34,23507,147910,1973,0.05407375,
p1,A-s1,A,R2P3,47812,24,23,194,17114,1372358,9766,0.2076523,
p1,A-s1,A,R2P4,64394,19,18,154,53378,1296240,8320,0.2381005,
p1,A-s1,A,R2P5,77181,15,14,122,8266,1211643,3958,0.15140879999999998,
p1,A-s1,A,R2P6,85629,8,7,66,3876,697442,1676,0.0830352,
p1,A-s1,A,work:H5-H8 band,94832,17,16,138,85966,1648724,7842,0.3116779,
p1,A-s1,A,COMPACT#3,106615,1,0,0,0,106615,2827,0.0247965,1
p1,A-s1,A,R3P1,43569,7,6,58,24097,296096,1976,0.06966885,
p1,A-s1,A,R3P2,49568,1,0,10,823,48735,1599,0.01390725,
p1,A-s1,A,R3P3,51238,7,6,58,10477,387129,3996,0.07184715,
p1,A-s1,A,R3P4,60275,18,17,146,15957,1241769,8872,0.18862915000000002,
p1,A-s1,A,R3P5,76275,11,10,90,8114,879544,5541,0.1258919,
p1,A-s1,A,R3P6,84362,2,1,18,512,168458,546,0.0202338,
p1,A-s2,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,A-s2,A,R1P1,41460,1,0,10,22586,18864,892,0.0345889,
p1,A-s2,A,R1P2,42391,1,0,10,19249,23132,1252,0.03264445,
p1,A-s2,A,R1P3,43676,1,0,10,1285,42381,2093,0.01631935,
p1,A-s2,A,R1P4,45980,21,20,170,17841,1147486,5962,0.16702985,
p1,A-s2,A,R1P5,62033,10,9,82,7225,656716,3380,0.09168485000000001,
p1,A-s2,A,work:WB1,69437,1,0,10,695,68732,832,0.011911950000000001,
p1,A-s2,A,R1P6,70561,9,8,74,82237,619195,6562,0.19759975,
p1,A-s2,A,work:W2-W3+band,82728,6,0,60,65125,447850,6101,0.15675625,
p1,A-s2,A,COMPACT#2,88267,2,0,0,0,88267,2360,0.0206267,1
p1,A-s2,A,R2P1,41081,6,5,50,26732,253384,3211,0.07485839999999999,
p1,A-s2,A,R2P2,50739,1,0,10,27597,23132,1278,0.043209449999999996,
p1,A-s2,A,R2P3,52054,14,13,114,14367,830813,6908,0.13569404999999998,
p1,A-s2,A,R2P4,65855,20,19,162,14887,1474052,7504,0.20369595000000001,
p1,A-s2,A,R2P5,80653,14,13,114,8651,1184647,3887,0.14882745,
p1,A-s2,A,R2P6,89431,1,0,10,0,89421,860,0.013252100000000001,
p1,A-s2,A,work:H5-H8 band,95834,13,12,106,87765,1272701,7541,0.27478735,
p1,A-s2,A,COMPACT#3,108414,1,0,0,0,108414,2976,0.025721400000000002,1
p1,A-s2,A,R3P1,45186,3,2,26,22545,115507,1358,0.04654795,
p1,A-s2,A,R3P2,48065,1,0,10,872,47183,948,0.0105583,
p1,A-s2,A,R3P3,49084,21,20,170,15133,1193102,6416,0.17047645,
p1,A-s2,A,R3P4,63428,21,20,170,11074,1440901,6666,0.1914326,
p1,A-s2,A,R3P5,74528,13,12,106,10813,1047107,6355,0.15010795000000002,
p1,A-s2,A,R3P6,85587,3,2,26,1393,256484,854,0.03168565,
p1,A-s3,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,A-s3,A,R1P1,41466,27,26,218,47677,1547979,15118,0.29020215000000005,
p1,A-s3,A,R1P2,67407,1,0,10,44262,23135,810,0.061701,
p1,A-s3,A,R1P3,68250,27,26,218,22795,2181003,13848,0.31605205000000003,
p1,A-s3,A,R1P4,91103,17,16,138,9150,1629977,5053,0.19983820000000002,
p1,A-s3,A,R1P5,99929,8,7,66,7935,822006,5292,0.11864535000000001,
p1,A-s3,A,work:WB1,108242,12,11,98,9132,1347504,6262,0.1775734,
p1,A-s3,A,R1P6,117481,11,10,90,10111,1331025,6793,0.17979625,
p1,A-s3,A,work:W2-W3+band,127498,33,31,268,24828,4610428,16760,0.5761458,
p1,A-s3,A,COMPACT#2,151356,2,0,0,0,151356,3367,0.0319706,1
p1,A-s3,A,R2P1,38537,5,4,42,27046,195387,2869,0.0677332,
p1,A-s3,A,R2P2,51225,1,0,10,1034,50181,1134,0.0119906,
p1,A-s3,A,R2P3,52495,19,18,154,15249,1139575,8577,0.17605775,
p1,A-s3,A,R2P4,67134,9,8,74,7835,638669,4772,0.09759464999999999,
p1,A-s3,A,R2P5,75056,12,11,98,7825,947855,2956,0.11944475,
p1,A-s3,A,R2P6,82913,3,2,26,2975,248580,966,0.03343275,
p1,A-s3,A,work:H5-H8 band,91060,16,15,130,83471,1510672,8150,0.29628595,
p1,A-s3,A,COMPACT#3,104120,1,0,0,0,104120,2937,0.025097,1
p1,A-s3,A,R3P1,45650,1,0,10,21002,24638,923,0.033341300000000004,
p1,A-s3,A,R3P2,46668,1,0,10,1018,45640,992,0.0108065,
p1,A-s3,A,R3P3,47731,14,13,114,17145,785211,7371,0.13692135,
p1,A-s3,A,R3P4,64166,19,18,154,10907,1313745,7499,0.18265725,
p1,A-s3,A,R3P5,75214,17,16,138,11445,1369644,8142,0.19211865,
p1,A-s3,A,R3P6,86714,2,1,18,840,172859,941,0.0230589,
p1,A-s4,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,A-s4,A,R1P1,40153,21,20,170,47525,1182806,14192,0.24881685,
p1,A-s4,A,R1P2,67453,1,0,10,44315,23128,1008,0.06275655000000001,
p1,A-s4,A,R1P3,68494,1,0,10,1041,67443,1756,0.016835549999999998,
p1,A-s4,A,R1P4,70280,10,9,82,9042,742298,3139,0.1013093,
p1,A-s4,A,R1P5,78023,4,3,34,5904,317337,3844,0.058367699999999995,
p1,A-s4,A,work:WB1,84063,13,12,106,14661,1195042,9290,0.18438645,
p1,A-s4,A,R1P6,98990,15,14,122,17782,1616922,11912,0.2436017,
p1,A-s4,A,work:W2-W3+band,116618,41,39,332,34783,5538390,17444,0.68486975,
p1,A-s4,A,COMPACT#2,150664,2,0,0,0,150664,3275,0.0314414,1
p1,A-s4,A,R2P1,38716,17,16,138,31612,808347,5582,0.14839770000000002,
p1,A-s4,A,R2P2,55312,1,0,10,32174,23128,961,0.0473453,
p1,A-s4,A,R2P3,56491,16,15,130,14370,1041904,5911,0.15183790000000003,
p1,A-s4,A,R2P4,70343,5,4,42,4281,358742,1838,0.05045745,
p1,A-s4,A,R2P5,74669,10,9,82,6072,777791,3243,0.10166610000000001,
p1,A-s4,A,R2P6,80997,1,0,10,962,80025,899,0.01371,
p1,A-s4,A,work:H5-H8 band,87447,27,25,220,86728,2594908,12258,0.42941080000000004,
p1,A-s4,A,COMPACT#3,107377,1,0,0,0,107377,2736,0.0244177,1
p1,A-s4,A,R3P1,44469,4,3,34,21489,160284,1374,0.04979365,
p1,A-s4,A,R3P2,46591,2,1,18,724,92708,689,0.013638800000000001,
p1,A-s4,A,R3P3,47458,18,17,146,17588,994910,6446,0.153852,
p1,A-s4,A,R3P4,64775,9,8,74,5765,608796,3894,0.08762985000000001,
p1,A-s4,A,R3P5,70522,14,13,114,8753,1042931,5237,0.14153335,
p1,A-s4,A,R3P6,79366,4,3,34,1284,317844,731,0.037078400000000004,
p1,A-s5,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,A-s5,A,R1P1,40151,22,21,178,50737,1235915,14845,0.26141575,
p1,A-s5,A,R1P2,70484,1,0,10,47347,23127,944,0.06622644999999999,
p1,A-s5,A,R1P3,71461,22,21,178,22119,1813540,13754,0.27795075,
p1,A-s5,A,R1P4,93263,13,12,106,9007,1266989,3658,0.15635365,
p1,A-s5,A,R1P5,102164,4,3,34,7188,416514,5505,0.0781954,
p1,A-s5,A,work:WB1,109716,20,19,162,16921,2355996,12115,0.31748784999999996,
p1,A-s5,A,R1P6,126530,5,4,42,7176,642687,4715,0.09685570000000002,
p1,A-s5,A,work:W2-W3+band,133597,30,28,244,25708,4405591,17170,0.5587881000000001,
p1,A-s5,A,COMPACT#2,158601,2,0,0,0,158601,4048,0.036100099999999996,1
p1,A-s5,A,R2P1,42384,1,0,10,19247,23127,724,0.030001450000000002,
p1,A-s5,A,R2P2,43212,1,0,10,20075,23127,1430,0.03456645,
p1,A-s5,A,R2P3,44679,15,14,122,18915,836646,6464,0.13975035,
p1,A-s5,A,R2P4,62851,8,7,66,10159,536543,6197,0.09740405,
p1,A-s5,A,R2P5,73153,24,23,194,18032,1995030,7767,0.261072,
p1,A-s5,A,R2P6,91247,1,0,10,929,90308,815,0.014277050000000001,
p1,A-s5,A,work:H5-H8 band,97555,14,13,114,93587,1418993,12800,0.32299705000000006,
p1,A-s5,A,COMPACT#3,114236,1,0,0,0,114236,2422,0.0235336,1
p1,A-s5,A,R3P1,45914,26,25,210,42230,1454255,7274,0.234793,
p1,A-s5,A,R3P2,67378,2,1,18,963,134236,1117,0.020230349999999998,
p1,A-s5,A,R3P3,68719,26,25,210,15208,1953797,9041,0.2598047,
p1,A-s5,A,R3P4,83413,26,25,210,12402,2342076,7803,0.2889351,
p1,A-s5,A,R3P5,95908,10,9,82,5870,987121,4809,0.1301766,
p1,A-s5,A,R3P6,101789,4,3,34,1666,407451,1112,0.04842160000000001,
p1,B-s1,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,B-s1,B,R1P1,42629,1,0,10,23755,18864,944,0.03631015,
p1,B-s1,B,R1P2,43612,1,0,10,20476,23126,863,0.0322326,
p1,B-s1,B,R1P3,44689,3,2,26,9601,135921,2845,0.03984435,
p1,B-s1,B,R1P4,54241,19,17,156,11272,1136664,5110,0.15346240000000003,
p1,B-s1,B,R1P5,64934,6,5,50,6297,402488,4294,0.06964005000000001,
p1,B-s1,B,work:WB1,71503,1,0,10,48367,23126,849,0.06702635000000001,
p1,B-s1,B,R1P6,72391,11,10,90,13346,870241,7179,0.1396916,
p1,B-s1,B,work:W2-W3+band,85574,6,0,60,6323,522656,6075,0.09060435,
p1,B-s1,B,COMPACT#2,91172,2,0,0,0,91172,2870,0.0234672,1
p1,B-s1,B,R2P1,48075,18,17,146,45141,1027762,7916,0.19892845,
p1,B-s1,B,R2P2,69332,1,0,10,46196,23126,1089,0.0655126,
p1,B-s1,B,R2P3,70458,13,12,106,15876,1029899,7923,0.16255590000000003,
p1,B-s1,B,R2P4,85986,21,20,170,21068,2059269,13275,0.29880690000000004,
p1,B-s1,B,R2P5,107257,10,9,82,8371,1102891,3884,0.14025485000000001,
p1,B-s1,B,R2P6,115534,1,0,10,887,114637,1733,0.02124745,
p1,B-s1,B,work:H5-H8 band,122776,10,9,82,111138,1170719,5968,0.2859164,
p1,B-s1,B,COMPACT#3,131787,1,0,0,0,131787,3240,0.0293787,1
p1,B-s1,B,R3P1,45552,1,0,10,20904,24638,1136,0.0342838,
p1,B-s1,B,R3P2,46783,1,0,10,1231,45542,1410,0.01315295,
p1,B-s1,B,R3P3,48264,1,0,10,1481,46773,404,0.00855855,
p1,B-s1,B,R3P4,48722,1,0,10,458,48254,254,0.0066779000000000005,
p1,B-s1,B,R3P5,49043,1,0,10,321,48712,626,0.00841245,
p1,B-s1,B,R3P6,49752,4,3,34,2147,199772,1279,0.02908995,
p1,B-s2,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,B-s2,B,R1P1,42635,1,0,10,23761,18864,912,0.03615765,
p1,B-s2,B,R1P2,43767,1,0,10,20628,23129,632,0.0312679,
p1,B-s2,B,R1P3,44488,1,0,10,721,43757,632,0.00844695,
p1,B-s2,B,R1P4,45150,18,16,148,17596,979032,5553,0.1478112,
p1,B-s2,B,R1P5,62535,1,0,10,451,62074,610,0.009831150000000002,
p1,B-s2,B,work:WB1,63387,1,0,10,852,62525,962,0.0121375,
p1,B-s2,B,R1P6,64388,8,7,66,13272,565170,7584,0.111093,
p1,B-s2,B,work:W2-W3+band,77489,39,35,320,29200,3579192,18252,0.4859992,
p1,B-s2,B,COMPACT#2,105857,2,0,0,0,105857,3016,0.0256657,1
p1,B-s2,B,R2P1,42289,1,0,10,19150,23129,792,0.0302204,
p1,B-s2,B,R2P2,43129,1,0,10,19990,23129,902,0.0318204,
p1,B-s2,B,R2P3,44068,1,0,10,939,43119,1181,0.011400650000000002,
p1,B-s2,B,R2P4,45334,2,0,20,1958,89382,584,0.0143257,
p1,B-s2,B,R2P5,46567,16,15,130,11610,855639,4626,0.12333640000000001,
p1,B-s2,B,R2P6,58520,1,0,10,884,57626,677,0.0102626,
p1,B-s2,B,work:H5-H8 band,64487,47,44,382,79839,3875186,20532,0.5903593500000001,
p1,B-s2,B,COMPACT#3,100488,1,0,0,0,100488,3416,0.0271288,1
p1,B-s2,B,R3P1,51008,1,0,10,26360,24638,900,0.0399238,
p1,B-s2,B,R3P2,52003,1,0,10,995,50998,960,0.01115355,
p1,B-s2,B,R3P3,53033,1,0,10,1030,51993,409,0.008541799999999999,
p1,B-s2,B,R3P4,53496,1,0,10,463,53023,376,0.00777105,
p1,B-s2,B,R3P5,53939,1,0,10,443,53486,658,0.00920235,
p1,B-s2,B,R3P6,54680,3,2,26,1685,163584,935,0.023165650000000003,
p1,B-s3,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,B-s3,B,R1P1,41334,1,0,10,22460,18864,888,0.0344114,
p1,B-s3,B,R1P2,43671,1,0,10,20533,23128,515,0.03056405,
p1,B-s3,B,R1P3,44400,1,0,10,729,43661,1311,0.01184235,
p1,B-s3,B,R1P4,45741,17,15,140,16144,910814,5578,0.1392914,
p1,B-s3,B,R1P5,60982,1,0,10,438,60534,491,0.009065900000000002,
p1,B-s3,B,work:WB1,61534,1,0,10,552,60972,1019,0.0118922,
p1,B-s3,B,R1P6,62773,8,7,66,11730,549889,6971,0.1045724,
p1,B-s3,B,work:W2-W3+band,74282,6,0,60,9283,462130,9100,0.10337675,
p1,B-s3,B,COMPACT#2,82547,2,0,0,0,82547,2361,0.0200597,1
p1,B-s3,B,R2P1,41422,1,0,10,18284,23128,1479,0.0325728,
p1,B-s3,B,R2P2,42949,1,0,10,19811,23128,1538,0.03477655,
p1,B-s3,B,R2P3,45934,30,29,242,27304,1875617,12589,0.2848787,
p1,B-s3,B,R2P4,71008,14,13,114,12041,1073881,7000,0.15755335,
p1,B-s3,B,R2P5,83050,10,9,82,5801,857468,2928,0.10772005,
p1,B-s3,B,R2P6,89132,1,0,10,1037,88085,1152,0.01587475,
p1,B-s3,B,work:H5-H8 band,95780,7,6,58,83490,624304,5564,0.1946709,
p1,B-s3,B,COMPACT#3,104139,1,0,0,0,104139,2399,0.022408900000000002,1
p1,B-s3,B,R3P1,47098,1,0,10,22450,24638,1058,0.035826300000000005,
p1,B-s3,B,R3P2,48251,1,0,10,1153,47088,1628,0.01430005,
p1,B-s3,B,R3P3,49950,1,0,10,1699,48241,333,0.00862285,
p1,B-s3,B,R3P4,50337,1,0,10,387,49940,429,0.00763275,
p1,B-s3,B,R3P5,50833,1,0,10,496,50327,501,0.0081677,
p1,B-s3,B,R3P6,51417,2,1,18,991,102230,744,0.01519975,
p1,B-s4,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,B-s4,B,R1P1,41340,23,22,186,51587,1360527,15066,0.27605245,
p1,B-s4,B,R1P2,71141,1,0,10,48000,23131,987,0.0672581,
p1,B-s4,B,R1P3,72161,1,0,10,1020,71131,3146,0.0241281,
p1,B-s4,B,R1P4,75518,13,11,108,10657,1027248,4227,0.13728905,
p1,B-s4,B,R1P5,83298,6,5,50,5770,512875,3370,0.0754,
p1,B-s4,B,work:WB1,89324,17,16,138,13294,1634368,7759,0.21898730000000002,
p1,B-s4,B,R1P6,102642,11,10,90,11488,1182033,8098,0.1731433,
p1,B-s4,B,work:W2-W3+band,114060,36,34,292,30636,4712602,18755,0.6036222,
p1,B-s4,B,COMPACT#2,144004,2,0,0,0,144004,2788,0.0283404,1
p1,B-s4,B,R2P1,40743,10,9,82,28495,446428,3827,0.09947855,
p1,B-s4,B,R2P2,52808,1,0,10,29667,23131,766,0.04323685,
p1,B-s4,B,R2P3,53792,15,14,122,15272,932487,6939,0.1471557,
p1,B-s4,B,R2P4,68707,5,4,42,4534,351876,2144,0.0516171,
p1,B-s4,B,R2P5,73296,11,10,90,9507,848482,5330,0.12347195000000001,
p1,B-s4,B,R2P6,83159,3,2,26,4041,249656,1217,0.03612785,
p1,B-s4,B,work:H5-H8 band,92122,13,12,106,82934,1218387,7702,0.26412220000000003,
p1,B-s4,B,COMPACT#3,103583,1,0,0,0,103583,1806,0.019388300000000004,1
p1,B-s4,B,R3P1,48773,13,12,106,37735,698941,8814,0.16123885000000002,
p1,B-s4,B,R3P2,62880,1,0,10,497,62373,1524,0.01448855,
p1,B-s4,B,R3P3,64475,1,0,10,1595,62870,512,0.01085075,
p1,B-s4,B,R3P4,65041,1,0,10,566,64465,350,0.008914,
p1,B-s4,B,R3P5,65458,15,14,122,12661,1081793,6366,0.15595755,
p1,B-s4,B,R3P6,78004,4,3,34,1321,312490,897,0.03741925,
p1,B-s5,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p1,B-s5,B,R1P1,42645,1,0,10,23771,18864,1541,0.03931515,
p1,B-s5,B,R1P2,44225,1,0,10,21081,23134,619,0.03176965,
p1,B-s5,B,R1P3,44877,1,0,10,652,44215,1924,0.0148665,
p1,B-s5,B,R1P4,46831,16,14,132,16671,875822,5523,0.13616795,
p1,B-s5,B,R1P5,61954,1,0,10,406,61538,464,0.008991299999999999,
p1,B-s5,B,work:WB1,62479,8,7,66,11795,535496,4349,0.09010435,
p1,B-s5,B,R1P6,74824,13,12,106,16344,1089699,8563,0.17232090000000003,
p1,B-s5,B,work:W2-W3+band,91020,27,25,220,23883,2789932,11640,0.36726695000000004,
p1,B-s5,B,COMPACT#2,113974,2,0,0,0,113974,2906,0.0259274,1
p1,B-s5,B,R2P1,35968,1,0,10,12824,23134,956,0.023133400000000002,
p1,B-s5,B,R2P2,36972,1,0,10,13828,23134,935,0.0242834,
p1,B-s5,B,R2P3,37944,18,17,146,20075,887430,9392,0.16094275,
p1,B-s5,B,R2P4,57990,2,0,20,1736,115017,610,0.0167417,
p1,B-s5,B,R2P5,59249,14,13,114,8397,886117,3638,0.11741195000000001,
p1,B-s5,B,R2P6,68054,1,0,10,874,67170,777,0.0117045,
p1,B-s5,B,work:H5-H8 band,74200,40,38,324,82249,3558158,17419,0.5460460500000001,
p1,B-s5,B,COMPACT#3,102898,1,0,0,0,102898,3624,0.028409800000000002,1
p1,B-s5,B,R3P1,47360,1,0,10,22712,24638,1904,0.040383800000000004,
p1,B-s5,B,R3P2,49359,1,0,10,1999,47350,1082,0.01265375,
p1,B-s5,B,R3P3,50512,1,0,10,1153,49349,522,0.008996150000000001,
p1,B-s5,B,R3P4,51088,1,0,10,576,50502,538,0.0084702,
p1,B-s5,B,R3P5,51693,1,0,10,605,51078,1874,0.015244049999999999,
p1,B-s5,B,R3P6,53650,3,2,26,3389,159624,1307,0.026759650000000003,
p1,F-s1,F,COMPACT#1,,0,0,0,0,0,0,0.0,
p1,F-s1,F,R1P1,45708,16,15,130,45467,897672,11431,0.20388595,
p1,F-s1,F,R1P2,66762,1,0,10,692,66060,1178,0.013371,
p1,F-s1,F,R1P3,68002,20,19,162,19092,1555710,10957,0.234383,
p1,F-s1,F,R1P4,86287,10,9,82,6645,890038,3242,0.11360205,
p1,F-s1,F,R1P5,93727,6,5,50,7162,573142,4729,0.0899617,
p1,F-s1,F,work:WB1,100280,27,26,218,20784,2982832,14669,0.3978262,
p1,F-s1,F,R1P6,120889,18,17,146,19553,2363681,15631,0.33911034999999995,
p1,F-s1,F,work:W2-W3+band,0,39,27,236,139003,4212688,13824,0.66437855,
p1,F-s1,F,COMPACT#2,159604,1,0,0,0,159604,3965,0.0357854,1
p1,F-s1,F,R2P1,45303,6,5,50,23152,256383,1805,0.0636533,
p1,F-s1,F,R2P2,48276,1,0,10,524,47742,1071,0.0107942,
p1,F-s1,F,R2P3,51109,16,15,130,62290,861874,6437,0.19636490000000004,
p1,F-s1,F,work:D5-extra,62649,55,52,446,80547,4479072,27939,0.68873195,
p1,F-s1,F,R2P4,101631,11,10,90,6422,1146788,4256,0.1440763,
p1,F-s1,F,R2P5,108137,11,10,90,7704,1217947,4381,0.15341970000000002,
p1,F-s1,F,R2P6,115652,10,9,82,4176,1173211,2597,0.1356081,
p1,F-s1,F,COMPACT#3,119450,1,0,0,0,119450,2945,0.02667,1
p1,F-s1,F,R3P1,42849,3,2,26,23568,106860,731,0.043827,
p1,F-s1,F,R3P2,44415,1,0,10,196,44209,1068,0.010015900000000001,
p1,F-s1,F,R3P3,45554,1,0,10,1139,44405,474,0.00824425,
p1,F-s1,F,R3P4,46082,1,0,10,528,45544,484,0.007644400000000001,
p1,F-s1,F,R3P5,46633,26,25,210,17828,1445973,9658,0.21538230000000003,
p1,F-s1,F,R3P6,64338,4,3,34,1427,257638,844,0.031801550000000005,
p1,F-s2,F,COMPACT#1,,0,0,0,0,0,0,0.0,
p1,F-s2,F,R1P1,45714,20,21,162,48835,1162171,12688,0.24086285000000002,
p1,F-s2,F,R1P2,69890,1,0,10,452,69428,633,0.0106828,
p1,F-s2,F,R1P3,70682,23,24,186,17626,1821285,11447,0.261582,
p1,F-s2,F,R1P4,87947,16,18,130,9033,1482987,5253,0.18598495,
p1,F-s2,F,R1P5,96854,9,9,74,10413,914690,7332,0.14121925,
p1,F-s2,F,work:WB1,107627,14,18,114,15651,1589944,6387,0.21060715000000002,
p1,F-s2,F,R1P6,123303,13,13,106,9881,1661608,7139,0.21431305,
p1,F-s2,F,work:W2-W3+band,0,31,21,172,132851,2897341,15922,0.5355798500000001,
p1,F-s2,F,COMPACT#2,153452,1,0,0,0,153452,3968,0.0351852,1
p1,F-s2,F,R2P1,39845,56,55,450,50011,3256841,18838,0.48283785,
p1,F-s2,F,R2P2,75742,1,0,10,1131,74601,1100,0.01438385,
p1,F-s2,F,R2P3,76592,16,15,130,84462,1220362,4913,0.2523087,
p1,F-s2,F,work:D5-extra,86601,77,74,622,100808,8074806,24002,1.0541226000000001,
p1,F-s2,F,R2P4,121945,11,10,90,5980,1374176,4401,0.1669876,
p1,F-s2,F,R2P5,127812,7,6,58,5274,909252,2243,0.10879070000000002,
p1,F-s2,F,R2P6,133065,4,3,34,2481,534817,1980,0.06651695,
p1,F-s2,F,COMPACT#3,135144,1,0,0,0,135144,2413,0.025579400000000002,1
p1,F-s2,F,R3P1,42855,8,7,66,25591,334240,2070,0.07582875,
p1,F-s2,F,R3P2,46802,1,0,10,560,46232,1541,0.013038200000000002,
p1,F-s2,F,R3P3,48414,1,0,10,1612,46792,775,0.0105792,
p1,F-s2,F,R3P4,49243,1,0,10,829,48404,718,0.009476650000000001,
p1,F-s2,F,R3P5,50028,1,0,10,785,49233,598,0.008904549999999999,
p1,F-s2,F,R3P6,50709,3,2,26,1512,151719,761,0.020892900000000002,
p1,F-s3,F,COMPACT#1,,0,0,0,0,0,0,0.0,
p1,F-s3,F,R1P1,45710,1,0,10,25107,20593,535,0.03612805,
p1,F-s3,F,R1P2,46313,1,0,10,603,45700,649,0.00857875,
p1,F-s3,F,R1P3,47024,2,2,18,2691,93317,2482,0.025123450000000002,
p1,F-s3,F,R1P4,49967,18,17,148,13814,1015017,6037,0.14910220000000002,
p1,F-s3,F,R1P5,63327,1,0,10,509,62808,603,0.00994205,
p1,F-s3,F,work:WB1,64020,11,10,90,9404,748072,5835,0.11582719999999999,
p1,F-s3,F,R1P6,73592,18,17,146,18312,1480090,12646,0.234275,
p1,F-s3,F,work:W2-W3+band,0,34,23,214,159314,2448479,11029,0.4993494,
p1,F-s3,F,COMPACT#2,108554,1,0,0,0,108554,2674,0.0242254,1
p1,F-s3,F,R2P1,46421,1,0,10,21821,24590,642,0.03295525,
p1,F-s3,F,R2P2,47140,1,0,10,719,46411,1323,0.01216485,
p1,F-s3,F,R2P3,48529,9,3,36,5830,275765,3944,0.05462,
p1,F-s3,F,work:D5-extra,52657,37,34,302,69165,2579795,23339,0.46143275,
p1,F-s3,F,R2P4,92105,2,0,20,709,183841,367,0.02112535,
p1,F-s3,F,R2P5,92581,13,12,106,7610,1248335,4063,0.154767,
p1,F-s3,F,R2P6,100569,9,8,74,5829,924545,3334,0.11648475,
p1,F-s3,F,COMPACT#3,105902,1,0,0,0,105902,3271,0.0269452,1
p1,F-s3,F,R3P1,51751,1,0,10,31100,20641,528,0.0435891,
p1,F-s3,F,R3P2,52374,1,0,10,623,51741,986,0.01089285,
p1,F-s3,F,R3P3,53431,1,0,10,1057,52364,501,0.009072650000000002,
p1,F-s3,F,R3P4,53986,1,0,10,555,53421,515,0.008620850000000001,
p1,F-s3,F,R3P5,54568,1,0,10,582,53976,669,0.0094801,
p1,F-s3,F,R3P6,55320,2,1,18,1250,109868,827,0.016702300000000003,
p1,F-s4,F,COMPACT#1,,0,0,0,0,0,0,0.0,
p1,F-s4,F,R1P1,45714,43,42,346,56250,2674915,15871,0.417505,
p1,F-s4,F,R1P2,77383,1,0,10,530,76843,415,0.0104318,
p1,F-s4,F,R1P3,77860,1,0,10,477,77373,924,0.012963549999999999,
p1,F-s4,F,R1P4,78843,20,18,164,10529,1672719,5301,0.20710215,
p1,F-s4,F,R1P5,88575,17,16,138,10152,1582968,5754,0.1998948,
p1,F-s4,F,work:WB1,98974,1,0,10,433,98531,1005,0.01542935,
p1,F-s4,F,R1P6,100047,5,4,42,6952,509106,4854,0.0839126,
p1,F-s4,F,work:W2-W3+band,0,21,11,108,179634,1261169,6184,0.3816874,
p1,F-s4,F,COMPACT#2,114158,1,0,0,0,114158,2888,0.0258558,1
p1,F-s4,F,R2P1,42973,1,0,10,18373,24590,637,0.02862025,
p1,F-s4,F,R2P2,43687,1,0,10,714,42963,862,0.0095088,
p1,F-s4,F,R2P3,0,6,0,10,678,105047,392,0.013322200000000001,
p1,F-s4,F,work:D5-extra,44959,60,59,482,84454,4583904,36315,0.7460149,
p1,F-s4,F,R2P4,106185,2,0,20,775,211900,358,0.02396875,
p1,F-s4,F,R2P5,106652,11,10,90,6972,1208210,3818,0.148716,
p1,F-s4,F,R2P6,113832,1,0,10,350,113472,688,0.0152347,
p1,F-s4,F,COMPACT#3,113832,1,0,0,0,113832,2373,0.0232482,1
p1,F-s4,F,R3P1,48252,1,0,10,27601,20641,360,0.038375349999999996,
p1,F-s4,F,R3P2,48707,1,0,10,455,48242,753,0.009167950000000001,
p1,F-s4,F,R3P3,49531,1,0,10,824,48697,387,0.0078447,
p1,F-s4,F,R3P4,49972,1,0,10,441,49521,323,0.00712835,
p1,F-s4,F,R3P5,50362,1,0,10,390,49962,463,0.007808700000000001,
p1,F-s4,F,R3P6,50908,2,1,18,939,101250,683,0.01473175,
p1,F-s5,F,COMPACT#1,,0,0,0,0,0,0,0.0,
p1,F-s5,F,R1P1,45720,24,23,194,49518,1367397,17160,0.28463120000000003,
p1,F-s5,F,R1P2,74148,2,1,18,4996,144249,748,0.024427900000000002,
